task_name,count,pct
"review papers or serve on editorial boards for scientific journals, and review grant proposals for federal agencies.",288.0,0.0288
"review papers or serve on editorial boards for scientific journals, and review grant proposals for various agencies.",536.0,0.0536
"review patients' dietary restrictions, food allergies, and preferences to ensure patient receives appropriate diet.",21.0,0.0021
"review performer information, such as photos, resumes, voice tapes, videos, and union membership, to decide whom to audition for parts.",23.0,0.0023
review physician's referral and patient's medical records to help determine diagnosis and physical therapy treatment required.,15.0,0.0015
"review plans for new construction with clients, enumerating and recommending available options and features.",15.0,0.0015
review procedures in database management system manuals for making changes to database.,323.0,0.0323
"review program specifications or blueprints to determine and set machine operations and sequencing, finished workpiece dimensions, or numerical control sequences.",19.0,0.0019000000000000002
"review project activities and prepare and review research, testing, or operational reports.",54.0,0.005399999999999999
review project plans to plan and coordinate project activity.,29.0,0.0029
"review property listings, trade journals, and relevant literature, and attend conventions, seminars, and staff and association meetings to remain knowledgeable about real estate markets.",74.0,0.0073999999999999995
"review proposed study protocols to evaluate factors such as sample collection processes, data management plans, and potential subject risks.",58.0,0.0058
"review published materials and recommend revisions or changes in scope, format, content, and methods of reproduction and binding.",573.0,0.057300000000000004
"review records for completeness, accuracy, and compliance with regulations.",76.0,0.007600000000000001
review records or reports for clarity and completeness and maintain records or reports as required under federal law.,29.0,0.0029
review rents to ensure that they are in line with rental markets.,36.0,0.0036
review reports of securities transactions or price lists to analyze market conditions.,115.0,0.0115
review reports of suspected fraud to determine need for further investigation.,32.0,0.0031999999999999997
review research literature to remain current on psychological science issues.,51.0,0.0051
"review research or literature in art therapy, psychology, or related disciplines.",83.0,0.0083
